timestamp,name,price,weight,URL
02-04-2025 01:39,Raw Mango (Mavinakaayi),86,Raw Mango (Mavinakaayi),https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:39,Raw Groundnut (Kadlekaayi),89,Raw Groundnut (Kadlekaayi),https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:39,White Onion (Bili Eerulli),78,White Onion (Bili Eerulli),https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:39,Mint Leaves & Coriander Leaves,26,Mint Leaves & Coriander Leaves,https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:39,Halwa Red Carrot,220,Halwa Red Carrot,https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:39,Onion & Potato,90,Onion & Potato,https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:39,Colocasia Stem,140,Colocasia Stem,https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:39,Red Carrot (Kempu Carrot),61,Red Carrot (Kempu Carrot),https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:39,Hybrid Tomato,30,Hybrid Tomato,https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:39,Baby Potato (Chikka Aloo Gadde),70,Baby Potato (Chikka Aloo Gadde),https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:39,Mangalore Okra,85,Mangalore Okra,https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:39,Forest Bitter Gourd (Kaadu Hagalakaayi),33,Forest Bitter Gourd (Kaadu Hagalakaayi),https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:39,Curry Leaves & Green Chilli,34,Curry Leaves & Green Chilli,https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:39,Daily Leafies,110,Daily Leafies,https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
Timestamp,Name,Price,URL,
Timestamp,Name,Price,URL,
Timestamp,Name,Price,Weight,URL
02-04-2025 01:48,Beetroot,26,Beetroot,https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:48,Raw Mango (Mavinakaayi),86,Raw Mango (Mavinakaayi),https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:48,Raw Groundnut (Kadlekaayi),89,Raw Groundnut (Kadlekaayi),https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:48,White Onion (Bili Eerulli),78,White Onion (Bili Eerulli),https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:48,Mint Leaves & Coriander Leaves,26,Mint Leaves & Coriander Leaves,https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:48,Halwa Red Carrot,220,Halwa Red Carrot,https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:48,Onion & Potato,90,Onion & Potato,https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:48,Colocasia Stem,140,Colocasia Stem,https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:48,Red Carrot (Kempu Carrot),61,Red Carrot (Kempu Carrot),https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:48,Hybrid Tomato,30,Hybrid Tomato,https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:48,Baby Potato (Chikka Aloo Gadde),70,Baby Potato (Chikka Aloo Gadde),https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:48,Mangalore Okra,85,Mangalore Okra,https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:48,Forest Bitter Gourd (Kaadu Hagalakaayi),33,Forest Bitter Gourd (Kaadu Hagalakaayi),https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:48,Curry Leaves & Green Chilli,34,Curry Leaves & Green Chilli,https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:48,Daily Leafies,110,Daily Leafies,https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:48,Ambazhanga (Mango For Pickle),50,Ambazhanga (Mango For Pickle),https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:48,Pigeon Peas,113,Pigeon Peas,https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:48,Hybrid Tomato & Onion,66,Hybrid Tomato & Onion,https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:48,Totapuri Raw Mango (Mavinahannu),90,Totapuri Raw Mango (Mavinahannu),https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:48,Haricot Beans & Ooty Carrot,64,Haricot Beans & Ooty Carrot,https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:48,Jackfruit Seed,50,Jackfruit Seed,https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:48,Mangalore Long Beans,60,Mangalore Long Beans,https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:48,Pointed Gourd (Parwal),50,Pointed Gourd (Parwal),https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:48,Bitter Gourd (Haagalakaayi),26,Bitter Gourd (Haagalakaayi),https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:48,Cucumber,36,Cucumber,https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:48,Sweet Potato (Sihi Genasu),88,Sweet Potato (Sihi Genasu),https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:48,Haricot Beans (Hasiru Huralikaayi),56,Haricot Beans (Hasiru Huralikaayi),https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:48,Dry Coconut (Kobbari),96,Dry Coconut (Kobbari),https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:48,Baby Bottle Gourd ( Sorekaayi),18,Baby Bottle Gourd ( Sorekaayi),https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:48,Chow Chow (Seeme Badane),50,Chow Chow (Seeme Badane),https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:48,Curry Leaves & Coriander Leaves,26,Curry Leaves & Coriander Leaves,https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:48,Indian Tomato,32,Indian Tomato,https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:48,Fresh Seasonal Vegetable,52,Fresh Seasonal Vegetable,https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:48,Peeled Sambhar Onion by Urban Harvest,74,Peeled Sambhar Onion by Urban Harvest,https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:48,Onion (Eerulli),153,Onion (Eerulli),https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
02-04-2025 01:48,Green Peas (Batani),98,Green Peas (Batani),https://www.swiggy.com/instamart/category-listing?categoryName=Fresh+Vegetables&custom_back=true&taxonomyType=Speciality+taxonomy+1
