Categories,URL
Women's Hair Removal Cream,https://www.swiggy.com/instamart/category-listing?categoryName=Grooming+and+Perfumes&custom_back=true&filterId=678e0ae83e249c0001bc4033&storeId=1135721&taxonomyType=Supermarket
Women's Hair Removal Spray,https://www.swiggy.com/instamart/category-listing?categoryName=Grooming+and+Perfumes&custom_back=true&filterId=678e0afcb256960001c68551&storeId=1135721&taxonomyType=Supermarket
Women's Razors,https://www.swiggy.com/instamart/category-listing?categoryName=Grooming+and+Perfumes&custom_back=true&filterId=678e0b2eb256960001c68553&storeId=1135721&taxonomyType=Supermarket
Women's Waxing,https://www.swiggy.com/instamart/category-listing?categoryName=Grooming+and+Perfumes&custom_back=true&filterId=678e0b553e249c0001bc4034&storeId=1135721&taxonomyType=Supermarket
Newly Added,https://www.swiggy.com/instamart/category-listing?categoryName=Grooming+and+Perfumes&custom_back=true&filterId=67b86955b3a94c000165d2c6&storeId=1135721&taxonomyType=Supermarket
,
HOUSEHOLD & LIFESTYLE,
,
Home and Furnishing,
Bedsheets Towels Furnishing,https://www.swiggy.com/instamart/category-listing?categoryName=Home+and+Furnishing&custom_back=true&taxonomyType=Health+and+Wellness+Stores
Home Decor,https://www.swiggy.com/instamart/category-listing?categoryName=Home+and+Furnishing&custom_back=true&filterId=678b5925b256960001c6852d&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Storage & Oganizers,https://www.swiggy.com/instamart/category-listing?categoryName=Home+and+Furnishing&custom_back=true&filterId=678b5ba285f8990001ad95c1&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Tissues & Disposables,https://www.swiggy.com/instamart/category-listing?categoryName=Home+and+Furnishing&custom_back=true&filterId=678b5bc085f8990001ad95c2&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Cleaning Tools,https://www.swiggy.com/instamart/category-listing?categoryName=Home+and+Furnishing&custom_back=true&filterId=678b582f3e249c0001bc3ffd&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Party Décor,https://www.swiggy.com/instamart/category-listing?categoryName=Home+and+Furnishing&custom_back=true&filterId=678b5a686d33590001d28470&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Air Fresheners,https://www.swiggy.com/instamart/category-listing?categoryName=Home+and+Furnishing&custom_back=true&filterId=678b54bbb256960001c6852c&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Gardening,https://www.swiggy.com/instamart/category-listing?categoryName=Home+and+Furnishing&custom_back=true&filterId=678b58633e249c0001bc3ffe&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Bathware & Laundry,https://www.swiggy.com/instamart/category-listing?categoryName=Home+and+Furnishing&custom_back=true&filterId=678b55ea85f8990001ad95bd&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Utility & Tools,https://www.swiggy.com/instamart/category-listing?categoryName=Home+and+Furnishing&custom_back=true&filterId=678b60cf3e249c0001bc4003&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Pooja Needs,https://www.swiggy.com/instamart/category-listing?categoryName=Home+and+Furnishing&custom_back=true&filterId=678b5a7c6d33590001d28471&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Home Appliances,https://www.swiggy.com/instamart/category-listing?categoryName=Home+and+Furnishing&custom_back=true&filterId=678b588c3e249c0001bc3fff&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Repelants,https://www.swiggy.com/instamart/category-listing?categoryName=Home+and+Furnishing&custom_back=true&filterId=678b5a93b256960001c6852f&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Sports & Gym,https://www.swiggy.com/instamart/category-listing?categoryName=Home+and+Furnishing&custom_back=true&filterId=678b5b113e249c0001bc4001&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Office Stationery ,https://www.swiggy.com/instamart/category-listing?categoryName=Home+and+Furnishing&custom_back=true&filterId=678b5a58b256960001c6852e&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Newly Added,https://www.swiggy.com/instamart/category-listing?categoryName=Home+and+Furnishing&custom_back=true&filterId=67b86a65768a0b0001dfb89f&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
,
Kitchen and Dining,
Cookware,https://www.swiggy.com/instamart/category-listing?categoryName=Kitchen+and+Dining&custom_back=true&taxonomyType=Health+and+Wellness+Stores
Plates Bowls Crockery,https://www.swiggy.com/instamart/category-listing?categoryName=Kitchen+and+Dining&custom_back=true&filterId=678b65136d33590001d28478&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Cutlery & Ladies,https://www.swiggy.com/instamart/category-listing?categoryName=Kitchen+and+Dining&custom_back=true&filterId=678b62bbb256960001c68531&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Jars Containers Holders,https://www.swiggy.com/instamart/category-listing?categoryName=Kitchen+and+Dining&custom_back=true&filterId=678b63693e249c0001bc4007&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Bottles Flasks Tiffins,https://www.swiggy.com/instamart/category-listing?categoryName=Kitchen+and+Dining&custom_back=true&filterId=678b626cb256960001c68530&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Glasses Cups Mugs,https://www.swiggy.com/instamart/category-listing?categoryName=Kitchen+and+Dining&custom_back=true&filterId=678b63443e249c0001bc4006&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Barware,https://www.swiggy.com/instamart/category-listing?categoryName=Kitchen+and+Dining&custom_back=true&filterId=678b62213e249c0001bc4005&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Bakeware & BBQ,https://www.swiggy.com/instamart/category-listing?categoryName=Kitchen+and+Dining&custom_back=true&filterId=678b61cf6d33590001d28472&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Cutting Chopping Grating Peeling,https://www.swiggy.com/instamart/category-listing?categoryName=Kitchen+and+Dining&custom_back=true&filterId=678b62e085f8990001ad95c3&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Kitchen Tools,https://www.swiggy.com/instamart/category-listing?categoryName=Kitchen+and+Dining&custom_back=true&filterId=678b63b685f8990001ad95c4&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Kitchen Appliances,https://www.swiggy.com/instamart/category-listing?categoryName=Kitchen+and+Dining&custom_back=true&filterId=678b63976d33590001d28474&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Kitchen Cleaning,https://www.swiggy.com/instamart/category-listing?categoryName=Kitchen+and+Dining&custom_back=true&filterId=678b89c5b256960001c68540&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Newly Added,https://www.swiggy.com/instamart/category-listing?categoryName=Kitchen+and+Dining&custom_back=true&filterId=67b86ad99fcd2d0001f15d80&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
,
Cleaning Essentials,
Detergent Powders & Bars,https://www.swiggy.com/instamart/category-listing?categoryName=Cleaning+Essentials&custom_back=true&taxonomyType=Health+and+Wellness+Stores
Detergent Liquids,https://www.swiggy.com/instamart/category-listing?categoryName=Cleaning+Essentials&custom_back=true&filterId=6789ffe86d33590001d2842c&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Fabric Softeners & Other Additives,https://www.swiggy.com/instamart/category-listing?categoryName=Cleaning+Essentials&custom_back=true&filterId=678a12a0a76c5000015e43da&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Brooms & Maps,https://www.swiggy.com/instamart/category-listing?categoryName=Cleaning+Essentials&custom_back=true&filterId=6789fa3785f8990001ad9585&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Floor Cleaner,https://www.swiggy.com/instamart/category-listing?categoryName=Cleaning+Essentials&custom_back=true&filterId=678a149e6d33590001d28448&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Newly Added,https://www.swiggy.com/instamart/category-listing?categoryName=Cleaning+Essentials&custom_back=true&filterId=67b86b2a9fcd2d0001f15d81&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Dustbins & Dustpans,https://www.swiggy.com/instamart/category-listing?categoryName=Cleaning+Essentials&custom_back=true&filterId=678e006cb256960001c6854b&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Utensil Cleaner,https://www.swiggy.com/instamart/category-listing?categoryName=Cleaning+Essentials&custom_back=true&filterId=678a1d2685f8990001ad95a5&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Kitchen Cleaning,https://www.swiggy.com/instamart/category-listing?categoryName=Cleaning+Essentials&custom_back=true&filterId=678a15213e249c0001bc3fdf&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Cleaning Cloth,https://www.swiggy.com/instamart/category-listing?categoryName=Cleaning+Essentials&custom_back=true&filterId=6789ff583e249c0001bc3fd3&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Toilet Cleaner,https://www.swiggy.com/instamart/category-listing?categoryName=Cleaning+Essentials&custom_back=true&filterId=678a1d033e249c0001bc3fe3&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Bathroom Cleaning,https://www.swiggy.com/instamart/category-listing?categoryName=Cleaning+Essentials&custom_back=true&filterId=6789f4e0a76c5000015e43c8&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Wipers,https://www.swiggy.com/instamart/category-listing?categoryName=Cleaning+Essentials&custom_back=true&filterId=678a1d52a76c5000015e43e2&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Glass and Surface Cleaners,https://www.swiggy.com/instamart/category-listing?categoryName=Cleaning+Essentials&custom_back=true&filterId=678a14c7a76c5000015e43df&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Sink & Carpet Brush,https://www.swiggy.com/instamart/category-listing?categoryName=Cleaning+Essentials&custom_back=true&filterId=678a1c9885f8990001ad95a4&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Others,https://www.swiggy.com/instamart/category-listing?categoryName=Cleaning+Essentials&custom_back=true&filterId=678a1c73a76c5000015e43e1&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Toxin Free Cleaners,https://www.swiggy.com/instamart/category-listing?categoryName=Cleaning+Essentials&custom_back=true&filterId=67b6b94fadac400001e5a538&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
,
Fashion and Accessories,
Earrings,https://www.swiggy.com/instamart/category-listing?categoryName=Fashion+and+Accessories&custom_back=true&taxonomyType=Health+and+Wellness+Stores
Chains ad Necklace,https://www.swiggy.com/instamart/category-listing?categoryName=Fashion+and+Accessories&custom_back=true&filterId=678b667b3e249c0001bc400a&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Bracelets and Bangles,https://www.swiggy.com/instamart/category-listing?categoryName=Fashion+and+Accessories&custom_back=true&filterId=678b665eb256960001c68534&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Jewelry Sets and Gift Boxes,https://www.swiggy.com/instamart/category-listing?categoryName=Fashion+and+Accessories&custom_back=true&filterId=678b719c6d33590001d2847f&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Other Jewelry,https://www.swiggy.com/instamart/category-listing?categoryName=Fashion+and+Accessories&custom_back=true&filterId=678b72226d33590001d28481&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Hair Accessories and Others,https://www.swiggy.com/instamart/category-listing?categoryName=Fashion+and+Accessories&custom_back=true&filterId=678b70f23e249c0001bc4013&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Athleisure,https://www.swiggy.com/instamart/category-listing?categoryName=Fashion+and+Accessories&custom_back=true&filterId=678b65b36d33590001d28479&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Innerwear,https://www.swiggy.com/instamart/category-listing?categoryName=Fashion+and+Accessories&custom_back=true&filterId=678b71796d33590001d2847e&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Handkerchiefs & Socks,https://www.swiggy.com/instamart/category-listing?categoryName=Fashion+and+Accessories&custom_back=true&filterId=678b7142b256960001c6853b&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Ethnic Wear,https://www.swiggy.com/instamart/category-listing?categoryName=Fashion+and+Accessories&custom_back=true&filterId=678b66a53e249c0001bc400b&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Kids Clothing,https://www.swiggy.com/instamart/category-listing?categoryName=Fashion+and+Accessories&custom_back=true&filterId=678b71bb85f8990001ad95cf&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Bags,https://www.swiggy.com/instamart/category-listing?categoryName=Fashion+and+Accessories&custom_back=true&filterId=678b65dd3e249c0001bc4008&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
"Belts, Wallets and Eyewear",https://www.swiggy.com/instamart/category-listing?categoryName=Fashion+and+Accessories&custom_back=true&filterId=678b66393e249c0001bc4009&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Footwear,https://www.swiggy.com/instamart/category-listing?categoryName=Fashion+and+Accessories&custom_back=true&filterId=678b70a085f8990001ad95cd&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Newly Added,https://www.swiggy.com/instamart/category-listing?categoryName=Fashion+and+Accessories&custom_back=true&filterId=67b86b7e9fcd2d0001f15d82&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Formal Wear,https://www.swiggy.com/instamart/category-listing?categoryName=Fashion+and+Accessories&custom_back=true&filterId=678b70b085f8990001ad95ce&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Travel and Luggage,https://www.swiggy.com/instamart/category-listing?categoryName=Fashion+and+Accessories&custom_back=true&filterId=678b725185f8990001ad95d0&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Other Accessories,https://www.swiggy.com/instamart/category-listing?categoryName=Fashion+and+Accessories&custom_back=true&filterId=678b71d96d33590001d28480&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
,
"Toys, Sports and Stationery",
Soft Toys,https://www.swiggy.com/instamart/category-listing?categoryName=Toys%2C+Sports+and+Stationery&custom_back=true&taxonomyType=Health+and+Wellness+Stores
Toy Cars & Guns,https://www.swiggy.com/instamart/category-listing?categoryName=Toys%2C+Sports+and+Stationery&custom_back=true&filterId=678b786b6d33590001d28486&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
"Games, Puzzles, STEM",https://www.swiggy.com/instamart/category-listing?categoryName=Toys%2C+Sports+and+Stationery&custom_back=true&filterId=678b758a6d33590001d28483&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
"Dolls, Pretend Kits, Figurimes",https://www.swiggy.com/instamart/category-listing?categoryName=Toys%2C+Sports+and+Stationery&custom_back=true&filterId=678b74b185f8990001ad95d2&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Building Blocks,https://www.swiggy.com/instamart/category-listing?categoryName=Toys%2C+Sports+and+Stationery&custom_back=true&filterId=678b7394b256960001c6853d&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Baby & Toddler Toys,https://www.swiggy.com/instamart/category-listing?categoryName=Toys%2C+Sports+and+Stationery&custom_back=true&filterId=678b72e36d33590001d28482&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Doughs & usical Toys,https://www.swiggy.com/instamart/category-listing?categoryName=Toys%2C+Sports+and+Stationery&custom_back=true&filterId=678b74d785f8990001ad95d3&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Sports & Outdoors,https://www.swiggy.com/instamart/category-listing?categoryName=Toys%2C+Sports+and+Stationery&custom_back=true&filterId=678b774bb256960001c6853f&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Craft & Hobbies,https://www.swiggy.com/instamart/category-listing?categoryName=Toys%2C+Sports+and+Stationery&custom_back=true&filterId=678b74873e249c0001bc4015&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Colouring Supplies,https://www.swiggy.com/instamart/category-listing?categoryName=Toys%2C+Sports+and+Stationery&custom_back=true&filterId=678b73df85f8990001ad95d1&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Office Stationery,https://www.swiggy.com/instamart/category-listing?categoryName=Toys%2C+Sports+and+Stationery&custom_back=true&filterId=678b75ca85f8990001ad95d4&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Pens Pencils Highlighters,https://www.swiggy.com/instamart/category-listing?categoryName=Toys%2C+Sports+and+Stationery&custom_back=true&filterId=678b75e6b256960001c6853e&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
School Supplies,https://www.swiggy.com/instamart/category-listing?categoryName=Toys%2C+Sports+and+Stationery&custom_back=true&filterId=678b76126d33590001d28484&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Notebooks Diaries Sketchbooks,https://www.swiggy.com/instamart/category-listing?categoryName=Toys%2C+Sports+and+Stationery&custom_back=true&filterId=678b75a73e249c0001bc4016&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
"Bags, Tiffin & Water Bottles",https://www.swiggy.com/instamart/category-listing?categoryName=Toys%2C+Sports+and+Stationery&custom_back=true&filterId=678b73643e249c0001bc4014&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Newly Added,https://www.swiggy.com/instamart/category-listing?categoryName=Toys%2C+Sports+and+Stationery&custom_back=true&filterId=67b86badb3a94c000165d2c7&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
,
Electronics,
Earbuds & Headsets,https://www.swiggy.com/instamart/category-listing?categoryName=Electronics&custom_back=true&taxonomyType=Health+and+Wellness+Stores
Speakers & Soundbars,https://www.swiggy.com/instamart/category-listing?categoryName=Electronics&custom_back=true&filterId=678a3cde6d33590001d28469&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Smart Watches,https://www.swiggy.com/instamart/category-listing?categoryName=Electronics&custom_back=true&filterId=678a3cbd6d33590001d28468&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Kitchen Appliances,https://www.swiggy.com/instamart/category-listing?categoryName=Electronics&custom_back=true&filterId=678a3afab81f7f0001a3a429&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Home Appliances,https://www.swiggy.com/instamart/category-listing?categoryName=Electronics&custom_back=true&filterId=678a3a6e85f8990001ad95b9&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Personal Care Appliances,https://www.swiggy.com/instamart/category-listing?categoryName=Electronics&custom_back=true&filterId=678a3c47b81f7f0001a3a42a&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Health Care Appliances,https://www.swiggy.com/instamart/category-listing?categoryName=Electronics&custom_back=true&filterId=678a39d86d33590001d28466&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Powerbanks Chanrgers Cables,https://www.swiggy.com/instamart/category-listing?categoryName=Electronics&custom_back=true&filterId=678a3c6c6d33590001d28467&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Smart & Streaming Devices,https://www.swiggy.com/instamart/category-listing?categoryName=Electronics&custom_back=true&filterId=678a3c96b81f7f0001a3a42b&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Lights & Bulbs,https://www.swiggy.com/instamart/category-listing?categoryName=Electronics&custom_back=true&filterId=678a3bd83e249c0001bc3ff8&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Batteries & Extensions,https://www.swiggy.com/instamart/category-listing?categoryName=Electronics&custom_back=true&filterId=678a38dc85f8990001ad95b8&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Computer Accessories,https://www.swiggy.com/instamart/category-listing?categoryName=Electronics&custom_back=true&filterId=678a391e6d33590001d28464&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Newly Added,https://www.swiggy.com/instamart/category-listing?categoryName=Electronics&custom_back=true&filterId=67b86bf5768a0b0001dfb8a0&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Appliances,
Juicer Mixer Grinders,https://www.swiggy.com/instamart/category-listing?categoryName=Appliances&custom_back=true&taxonomyType=Health+and+Wellness+Stores
Blenders & Frothers,https://www.swiggy.com/instamart/category-listing?categoryName=Appliances&custom_back=true&filterId=678c96f73e249c0001bc4019&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Electric Kettles,https://www.swiggy.com/instamart/category-listing?categoryName=Appliances&custom_back=true&filterId=678c977885f8990001ad95d5&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Choppers & Egg Rollers,https://www.swiggy.com/instamart/category-listing?categoryName=Appliances&custom_back=true&filterId=678c975b3e249c0001bc401a&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Toasters & Coffee Makers,https://www.swiggy.com/instamart/category-listing?categoryName=Appliances&custom_back=true&filterId=678c991785f8990001ad95d9&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Newly Added,https://www.swiggy.com/instamart/category-listing?categoryName=Appliances&custom_back=true&filterId=67b86c409fcd2d0001f15d83&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Air Fryers,https://www.swiggy.com/instamart/category-listing?categoryName=Appliances&custom_back=true&filterId=678c96b43e249c0001bc4018&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Induction Cooktops,https://www.swiggy.com/instamart/category-listing?categoryName=Appliances&custom_back=true&filterId=678c97c1b256960001c68543&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Irons & Steamers,https://www.swiggy.com/instamart/category-listing?categoryName=Appliances&custom_back=true&filterId=678c97ee3e249c0001bc401c&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
"Heaters, Geysers, Immersion Rods",https://www.swiggy.com/instamart/category-listing?categoryName=Appliances&custom_back=true&filterId=678c97ac85f8990001ad95d6&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Vacuum Cleaners,https://www.swiggy.com/instamart/category-listing?categoryName=Appliances&custom_back=true&filterId=678c992b3e249c0001bc401d&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Fans,https://www.swiggy.com/instamart/category-listing?categoryName=Appliances&custom_back=true&filterId=678c978b3e249c0001bc401b&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Camera & Networking Devices,https://www.swiggy.com/instamart/category-listing?categoryName=Appliances&custom_back=true&filterId=678c9716b256960001c68542&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Others,https://www.swiggy.com/instamart/category-listing?categoryName=Appliances&custom_back=true&filterId=678c98af85f8990001ad95d8&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Pet Supplies,
Cat Food ,https://www.swiggy.com/instamart/category-listing?categoryName=Pet+Supplies&custom_back=true&taxonomyType=Health+and+Wellness+Stores
Dog Food,https://www.swiggy.com/instamart/category-listing?categoryName=Pet+Supplies&custom_back=true&filterId=678de6983e249c0001bc401f&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Pet Treats,https://www.swiggy.com/instamart/category-listing?categoryName=Pet+Supplies&custom_back=true&filterId=678de8193e249c0001bc4020&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Cat Litter,https://www.swiggy.com/instamart/category-listing?categoryName=Pet+Supplies&custom_back=true&filterId=678de6863e249c0001bc401e&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Pet Accessories & Toys,https://www.swiggy.com/instamart/category-listing?categoryName=Pet+Supplies&custom_back=true&filterId=678de6d76d33590001d28489&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
Pet Grooming and Supplements,https://www.swiggy.com/instamart/category-listing?categoryName=Pet+Supplies&custom_back=true&filterId=678de7cd6d33590001d2848a&storeId=1135721&taxonomyType=Health+and+Wellness+Stores
