Categories,URL
Cakes & Sandwiches,https://www.swiggy.com/instamart/category-listing?categoryName=Ice+Cream+and+Frozen+Desserts&custom_back=true&filterId=65ed996a9ac4d600018f115b&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Regional Favourites,https://www.swiggy.com/instamart/category-listing?categoryName=Ice+Cream+and+Frozen+Desserts&custom_back=true&filterId=6630be1508159f0001252e35&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Cups ,https://www.swiggy.com/instamart/category-listing?categoryName=Ice+Cream+and+Frozen+Desserts&custom_back=true&filterId=65ed99cc08159f0001252837&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Kulfi,https://www.swiggy.com/instamart/category-listing?categoryName=Ice+Cream+and+Frozen+Desserts&custom_back=true&filterId=65eecc459ac4d600018f116d&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Premium,https://www.swiggy.com/instamart/category-listing?categoryName=Ice+Cream+and+Frozen+Desserts&custom_back=true&filterId=65f180517cb0200001153dd3&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Guiltfree,https://www.swiggy.com/instamart/category-listing?categoryName=Ice+Cream+and+Frozen+Desserts&custom_back=true&filterId=65f17f847cb0200001153dd2&storeId=1135721&taxonomyType=Speciality+taxonomy+3
,
Chocolates and Sweets,
Bestsellers,https://www.swiggy.com/instamart/category-listing?categoryName=Chocolates+and+Sweets&custom_back=true&taxonomyType=Speciality+taxonomy+3
Gift Hampers,https://www.swiggy.com/instamart/category-listing?categoryName=Chocolates+and+Sweets&custom_back=true&filterId=671a1f8062d3320001fbd224&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Chocolates,https://www.swiggy.com/instamart/category-listing?categoryName=Chocolates+and+Sweets&custom_back=true&filterId=65eecd407cb0200001153d9c&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Kaju Katli & Burfis,https://www.swiggy.com/instamart/category-listing?categoryName=Chocolates+and+Sweets&custom_back=true&filterId=671a1fb211fa51000159d572&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Shared Packs,https://www.swiggy.com/instamart/category-listing?categoryName=Chocolates+and+Sweets&custom_back=true&filterId=65eecdade0c0d90001a7bcc7&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Rasgulla & Gulab Jamun,https://www.swiggy.com/instamart/category-listing?categoryName=Chocolates+and+Sweets&custom_back=true&filterId=671a1fc37cb02000011553a3&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Dark Chocolates,https://www.swiggy.com/instamart/category-listing?categoryName=Chocolates+and+Sweets&custom_back=true&filterId=65eecfa57cb0200001153d9e&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Ladoo & Pedha,https://www.swiggy.com/instamart/category-listing?categoryName=Chocolates+and+Sweets&custom_back=true&filterId=671a1fd062d3320001fbd225&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Imported Chocolates,https://www.swiggy.com/instamart/category-listing?categoryName=Chocolates+and+Sweets&custom_back=true&filterId=66a3350d73e17f0001eafe66&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Chikkis & Other,https://www.swiggy.com/instamart/category-listing?categoryName=Chocolates+and+Sweets&custom_back=true&filterId=671a1fe762d3320001fbd226&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Energy Bars,https://www.swiggy.com/instamart/category-listing?categoryName=Chocolates+and+Sweets&custom_back=true&filterId=6666a8c67cb02000011547b0&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Candies & Gums,https://www.swiggy.com/instamart/category-listing?categoryName=Chocolates+and+Sweets&custom_back=true&filterId=65eed00408159f0001252849&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Baking and Dessert Mix,https://www.swiggy.com/instamart/category-listing?categoryName=Chocolates+and+Sweets&custom_back=true&filterId=65eed0667cb0200001153d9f&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Cookies and Cakes,https://www.swiggy.com/instamart/category-listing?categoryName=Chocolates+and+Sweets&custom_back=true&filterId=65eed283e0c0d90001a7bcc9&storeId=1135721&taxonomyType=Speciality+taxonomy+3
,
Cold Drinks and Juices,
Soft Drinks,https://www.swiggy.com/instamart/category-listing?categoryName=Cold+Drinks+and+Juices&custom_back=true&taxonomyType=Speciality+taxonomy+3
Energy Drinks,https://www.swiggy.com/instamart/category-listing?categoryName=Cold+Drinks+and+Juices&custom_back=true&filterId=65ed6419e0c0d90001a7bcb0&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Juices and Fruit Drinks,https://www.swiggy.com/instamart/category-listing?categoryName=Cold+Drinks+and+Juices&custom_back=true&filterId=65ed649e08159f0001252832&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Soda and Mixers,https://www.swiggy.com/instamart/category-listing?categoryName=Cold+Drinks+and+Juices&custom_back=true&filterId=65ed654708159f0001252833&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Coconut Water,https://www.swiggy.com/instamart/category-listing?categoryName=Cold+Drinks+and+Juices&custom_back=true&filterId=67b58b59df43fb00011f0a73&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Hydration ,https://www.swiggy.com/instamart/category-listing?categoryName=Cold+Drinks+and+Juices&custom_back=true&filterId=67500b3e07f34e0001d20ac6&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Water and Ice Cubes,https://www.swiggy.com/instamart/category-listing?categoryName=Cold+Drinks+and+Juices&custom_back=true&filterId=65ed660a08159f0001252834&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Ice Tea & Cold Coffee,https://www.swiggy.com/instamart/category-listing?categoryName=Cold+Drinks+and+Juices&custom_back=true&filterId=65ed6958e0c0d90001a7bcb2&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Non Alcoholic Beverages,https://www.swiggy.com/instamart/category-listing?categoryName=Cold+Drinks+and+Juices&custom_back=true&filterId=65ed697e08159f0001252835&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Milk Based Drinks,https://www.swiggy.com/instamart/category-listing?categoryName=Cold+Drinks+and+Juices&custom_back=true&filterId=65ed668f7cb0200001153d8d&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Instant Drink Mixes,https://www.swiggy.com/instamart/category-listing?categoryName=Cold+Drinks+and+Juices&custom_back=true&filterId=65ed67df7cb0200001153d8e&storeId=1135721&taxonomyType=Speciality+taxonomy+3
,
"Noodles, Pasta, Vermi",
Instant Noodles,https://www.swiggy.com/instamart/category-listing?categoryName=Noodles%2C+Pasta%2C+Vermi&custom_back=true&taxonomyType=Speciality+taxonomy+3
Cup Noodles,https://www.swiggy.com/instamart/category-listing?categoryName=Noodles%2C+Pasta%2C+Vermi&custom_back=true&filterId=65ead3dd7cb0200001153d3a&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Korean Noodles,https://www.swiggy.com/instamart/category-listing?categoryName=Noodles%2C+Pasta%2C+Vermi&custom_back=true&filterId=65ead51c7cb0200001153d3c&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Hakka Noodles,https://www.swiggy.com/instamart/category-listing?categoryName=Noodles%2C+Pasta%2C+Vermi&custom_back=true&filterId=65eec3bde0c0d90001a7bcc3&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Newly Added,https://www.swiggy.com/instamart/category-listing?categoryName=Noodles%2C+Pasta%2C+Vermi&custom_back=true&filterId=673f0cf1a7aaa50001ecd04a&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Cooking Pasta,https://www.swiggy.com/instamart/category-listing?categoryName=Noodles%2C+Pasta%2C+Vermi&custom_back=true&filterId=65ed42a47cb0200001153d7c&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Instant Pasta,https://www.swiggy.com/instamart/category-listing?categoryName=Noodles%2C+Pasta%2C+Vermi&custom_back=true&filterId=65eec86ee0c0d90001a7bcc4&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Vermicelli,https://www.swiggy.com/instamart/category-listing?categoryName=Noodles%2C+Pasta%2C+Vermi&custom_back=true&filterId=65ed433308159f0001252827&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Soups,https://www.swiggy.com/instamart/category-listing?categoryName=Noodles%2C+Pasta%2C+Vermi&custom_back=true&filterId=65ed42fc9ac4d600018f114e&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Ready to eat,https://www.swiggy.com/instamart/category-listing?categoryName=Noodles%2C+Pasta%2C+Vermi&custom_back=true&filterId=65f2915af7d6fc0001dea01f&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Instant Oats,https://www.swiggy.com/instamart/category-listing?categoryName=Noodles%2C+Pasta%2C+Vermi&custom_back=true&filterId=66a76cdf73e17f0001eafec5&storeId=1135721&taxonomyType=Speciality+taxonomy+3
,
Frozen Food,
Veg Frozen Snacks,https://www.swiggy.com/instamart/category-listing?categoryName=Frozen+Food&custom_back=true&taxonomyType=Speciality+taxonomy+3
Non Veg Frozen Snacks,https://www.swiggy.com/instamart/category-listing?categoryName=Frozen+Food&custom_back=true&filterId=65eda8ec9ac4d600018f115f&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Cold Cuts,https://www.swiggy.com/instamart/category-listing?categoryName=Frozen+Food&custom_back=true&filterId=65eda83a9ac4d600018f115d&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Kebabs,https://www.swiggy.com/instamart/category-listing?categoryName=Frozen+Food&custom_back=true&filterId=65eda8a99ac4d600018f115e&storeId=1135721&taxonomyType=Speciality+taxonomy+3
"Roti, Paranthas & Sheets",https://www.swiggy.com/instamart/category-listing?categoryName=Frozen+Food&custom_back=true&filterId=65eda97d08159f0001252839&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Frozen Vegetables,https://www.swiggy.com/instamart/category-listing?categoryName=Frozen+Food&custom_back=true&filterId=65eda8757cb0200001153d91&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Momos & Baos,https://www.swiggy.com/instamart/category-listing?categoryName=Frozen+Food&custom_back=true&filterId=65eed56f08159f000125284a&storeId=1135721&taxonomyType=Speciality+taxonomy+3
,
Sauces and Spreads,
Peanut Butters,https://www.swiggy.com/instamart/category-listing?categoryName=Sauces+and+Spreads&custom_back=true&taxonomyType=Speciality+taxonomy+3
Chocolate Spreads,https://www.swiggy.com/instamart/category-listing?categoryName=Sauces+and+Spreads&custom_back=true&filterId=65ed603b7cb0200001153d8a&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Honey and Cider Vinegar,https://www.swiggy.com/instamart/category-listing?categoryName=Sauces+and+Spreads&custom_back=true&filterId=671226d77cb02000011552c1&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Mayo and Spreads,https://www.swiggy.com/instamart/category-listing?categoryName=Sauces+and+Spreads&custom_back=true&filterId=670f81887cb0200001155227&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Tomato Ketchup,https://www.swiggy.com/instamart/category-listing?categoryName=Sauces+and+Spreads&custom_back=true&filterId=65ed5f6a9ac4d600018f1156&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Asian Sauces,https://www.swiggy.com/instamart/category-listing?categoryName=Sauces+and+Spreads&custom_back=true&filterId=65ed60e37cb0200001153d8c&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Cooking Sauces,https://www.swiggy.com/instamart/category-listing?categoryName=Sauces+and+Spreads&custom_back=true&filterId=65ed60c47cb0200001153d8b&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Newly Added,https://www.swiggy.com/instamart/category-listing?categoryName=Sauces+and+Spreads&custom_back=true&filterId=673f0d06dbe92600018a9314&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Dips & Dressing,https://www.swiggy.com/instamart/category-listing?categoryName=Sauces+and+Spreads&custom_back=true&filterId=670e49ec28e03100011a8703&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Jams,https://www.swiggy.com/instamart/category-listing?categoryName=Sauces+and+Spreads&custom_back=true&filterId=65ed612ae0c0d90001a7bcae&storeId=1135721&taxonomyType=Speciality+taxonomy+3
,
Paan Corner,
Regular Cigarettes,https://www.swiggy.com/instamart/category-listing?categoryName=Paan+Corner&custom_back=true&taxonomyType=Speciality+taxonomy+3
Flavour Cigarettes,https://www.swiggy.com/instamart/category-listing?categoryName=Paan+Corner&custom_back=true&filterId=65f7ecfff7d6fc0001dea061&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Smoking Accessories,https://www.swiggy.com/instamart/category-listing?categoryName=Paan+Corner&custom_back=true&filterId=65edab3e08159f000125283a&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Hookah Needs,https://www.swiggy.com/instamart/category-listing?categoryName=Paan+Corner&custom_back=true&filterId=65eed91e7cb0200001153da1&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Nicotine Alternatives,https://www.swiggy.com/instamart/category-listing?categoryName=Paan+Corner&custom_back=true&filterId=65eedaea08159f000125284c&storeId=1135721&taxonomyType=Speciality+taxonomy+3
Paan and Mouth Fresheners,https://www.swiggy.com/instamart/category-listing?categoryName=Paan+Corner&custom_back=true&filterId=65eedb857cb0200001153da2&storeId=1135721&taxonomyType=Speciality+taxonomy+3
,
BEAUTY & WELLNESS,
,
"Bath, Body and Oral Care",
Soaps,https://www.swiggy.com/instamart/category-listing?categoryName=Bath%2C+Body+and+Oral+Care&custom_back=true&taxonomyType=Supermarket
Shower Gels and Body Wash,https://www.swiggy.com/instamart/category-listing?categoryName=Bath%2C+Body+and+Oral+Care&custom_back=true&filterId=67b02a1cc38ee700010bf825&storeId=1135721&taxonomyType=Supermarket
Body Lotion ,https://www.swiggy.com/instamart/category-listing?categoryName=Bath%2C+Body+and+Oral+Care&custom_back=true&filterId=67b0289004a51c00015ba3c1&storeId=1135721&taxonomyType=Supermarket
Body Scrub,https://www.swiggy.com/instamart/category-listing?categoryName=Bath%2C+Body+and+Oral+Care&custom_back=true&filterId=67b028eec38ee700010bf822&storeId=1135721&taxonomyType=Supermarket
Toothpaste,https://www.swiggy.com/instamart/category-listing?categoryName=Bath%2C+Body+and+Oral+Care&custom_back=true&filterId=67b02b19ac8dde000106780e&storeId=1135721&taxonomyType=Supermarket
Toothbrushes,https://www.swiggy.com/instamart/category-listing?categoryName=Bath%2C+Body+and+Oral+Care&custom_back=true&filterId=67b02a7bac8dde000106780d&storeId=1135721&taxonomyType=Supermarket
Mouthwash,https://www.swiggy.com/instamart/category-listing?categoryName=Bath%2C+Body+and+Oral+Care&custom_back=true&filterId=67b0297c8f92270001fad41a&storeId=1135721&taxonomyType=Supermarket
Oral Care Accessories,https://www.swiggy.com/instamart/category-listing?categoryName=Bath%2C+Body+and+Oral+Care&custom_back=true&filterId=67b029b98f92270001fad41b&storeId=1135721&taxonomyType=Supermarket
Talcs,https://www.swiggy.com/instamart/category-listing?categoryName=Bath%2C+Body+and+Oral+Care&custom_back=true&filterId=67b02a43c38ee700010bf826&storeId=1135721&taxonomyType=Supermarket
Shampoo & Conditioner,https://www.swiggy.com/instamart/category-listing?categoryName=Bath%2C+Body+and+Oral+Care&custom_back=true&filterId=67b029e0c38ee700010bf824&storeId=1135721&taxonomyType=Supermarket
Newly Added,https://www.swiggy.com/instamart/category-listing?categoryName=Bath%2C+Body+and+Oral+Care&custom_back=true&filterId=67b86771768a0b0001dfb89d&storeId=1135721&taxonomyType=Supermarket
Face Wash,https://www.swiggy.com/instamart/category-listing?categoryName=Bath%2C+Body+and+Oral+Care&custom_back=true&filterId=67b0294a04a51c00015ba3c2&storeId=1135721&taxonomyType=Supermarket
,
Hair Care,
Shampoo,https://www.swiggy.com/instamart/category-listing?categoryName=Hair+Care&custom_back=true&taxonomyType=Supermarket
Hair Oils and Serums,https://www.swiggy.com/instamart/category-listing?categoryName=Hair+Care&custom_back=true&filterId=67b03487c38ee700010bf832&storeId=1135721&taxonomyType=Supermarket
Conditioners & Masks,https://www.swiggy.com/instamart/category-listing?categoryName=Hair+Care&custom_back=true&filterId=67b033b8c38ee700010bf831&storeId=1135721&taxonomyType=Supermarket
Hair Colour,https://www.swiggy.com/instamart/category-listing?categoryName=Hair+Care&custom_back=true&filterId=67b03420ac8dde0001067817&storeId=1135721&taxonomyType=Supermarket
Hair Styling Gels & Creams,https://www.swiggy.com/instamart/category-listing?categoryName=Hair+Care&custom_back=true&filterId=67b034ef8f92270001fad426&storeId=1135721&taxonomyType=Supermarket
Combs & Brushes,https://www.swiggy.com/instamart/category-listing?categoryName=Hair+Care&custom_back=true&filterId=67b0337cac8dde0001067816&storeId=1135721&taxonomyType=Supermarket
Hair Dryers and Stylers,https://www.swiggy.com/instamart/category-listing?categoryName=Hair+Care&custom_back=true&filterId=67b0346b04a51c00015ba3c9&storeId=1135721&taxonomyType=Supermarket
Newly Added,https://www.swiggy.com/instamart/category-listing?categoryName=Hair+Care&custom_back=true&filterId=67b867d4b3a94c000165d2c5&storeId=1135721&taxonomyType=Supermarket
,
Skincare,
Face Wash and Scrubs,https://www.swiggy.com/instamart/category-listing?categoryName=Skincare&custom_back=true&taxonomyType=Supermarket
Masks & Cleansers,https://www.swiggy.com/instamart/category-listing?categoryName=Skincare&custom_back=true&filterId=678e0ea3b256960001c6855b&storeId=1135721&taxonomyType=Supermarket
"Serums, Toners",https://www.swiggy.com/instamart/category-listing?categoryName=Skincare&custom_back=true&filterId=678e0efa3e249c0001bc4040&storeId=1135721&taxonomyType=Supermarket
Creams & Moisturizers,https://www.swiggy.com/instamart/category-listing?categoryName=Skincare&custom_back=true&filterId=678e0e28b256960001c68559&storeId=1135721&taxonomyType=Supermarket
Sunscreen,https://www.swiggy.com/instamart/category-listing?categoryName=Skincare&custom_back=true&filterId=678e0f1d3e249c0001bc4042&storeId=1135721&taxonomyType=Supermarket
Body Lotions,https://www.swiggy.com/instamart/category-listing?categoryName=Skincare&custom_back=true&filterId=678e0d11b256960001c68557&storeId=1135721&taxonomyType=Supermarket
Newly Added,https://www.swiggy.com/instamart/category-listing?categoryName=Skincare&custom_back=true&filterId=67b8683280886b0001337f82&storeId=1135721&taxonomyType=Supermarket
,
Makeup,
Lips,https://www.swiggy.com/instamart/category-listing?categoryName=Makeup&custom_back=true&taxonomyType=Supermarket
Eyes,https://www.swiggy.com/instamart/category-listing?categoryName=Makeup&custom_back=true&filterId=678e0b8f6d33590001d28498&storeId=1135721&taxonomyType=Supermarket
Face,https://www.swiggy.com/instamart/category-listing?categoryName=Makeup&custom_back=true&filterId=678e0bba85f8990001ad95e9&storeId=1135721&taxonomyType=Supermarket
Nails,https://www.swiggy.com/instamart/category-listing?categoryName=Makeup&custom_back=true&filterId=678e0bd9b256960001c68555&storeId=1135721&taxonomyType=Supermarket
Tools & Brushes,https://www.swiggy.com/instamart/category-listing?categoryName=Makeup&custom_back=true&filterId=678e0be7b256960001c68556&storeId=1135721&taxonomyType=Supermarket
Newly Added,https://www.swiggy.com/instamart/category-listing?categoryName=Makeup&custom_back=true&filterId=67b86867768a0b0001dfb89e&storeId=1135721&taxonomyType=Supermarket
,
Health and Sexual Wellness,
"Could, Cold & Fever",https://www.swiggy.com/instamart/category-listing?categoryName=Health+and+Sexual+Wellness&custom_back=true&taxonomyType=Supermarket
Wound Care & Pain Relief,https://www.swiggy.com/instamart/category-listing?categoryName=Health+and+Sexual+Wellness&custom_back=true&filterId=67beb58f38812d000132bb94&storeId=1135721&taxonomyType=Supermarket
Daily Wellness,https://www.swiggy.com/instamart/category-listing?categoryName=Health+and+Sexual+Wellness&custom_back=true&filterId=67beb5d3cbdf46000157bf38&storeId=1135721&taxonomyType=Supermarket
Protein & Sports Nutrition,https://www.swiggy.com/instamart/category-listing?categoryName=Health+and+Sexual+Wellness&custom_back=true&filterId=67beb618a2a9940001677765&storeId=1135721&taxonomyType=Supermarket
Digestive Care,https://www.swiggy.com/instamart/category-listing?categoryName=Health+and+Sexual+Wellness&custom_back=true&filterId=67beb653feaf2f00012453c1&storeId=1135721&taxonomyType=Supermarket
Boosters,https://www.swiggy.com/instamart/category-listing?categoryName=Health+and+Sexual+Wellness&custom_back=true&filterId=67beb6bf38812d000132bb95&storeId=1135721&taxonomyType=Supermarket
Condoms,https://www.swiggy.com/instamart/category-listing?categoryName=Health+and+Sexual+Wellness&custom_back=true&filterId=67b0354804a51c00015ba3ca&storeId=1135721&taxonomyType=Supermarket
Lubricants,https://www.swiggy.com/instamart/category-listing?categoryName=Health+and+Sexual+Wellness&custom_back=true&filterId=67b0355cc38ee700010bf833&storeId=1135721&taxonomyType=Supermarket
Massagers,https://www.swiggy.com/instamart/category-listing?categoryName=Health+and+Sexual+Wellness&custom_back=true&filterId=67b0359b8f92270001fad429&storeId=1135721&taxonomyType=Supermarket
Sexual Enhancers,https://www.swiggy.com/instamart/category-listing?categoryName=Health+and+Sexual+Wellness&custom_back=true&filterId=67b035b08f92270001fad42a&storeId=1135721&taxonomyType=Supermarket
Pregnancy Test Kit,https://www.swiggy.com/instamart/category-listing?categoryName=Health+and+Sexual+Wellness&custom_back=true&filterId=67beb74ecbdf46000157bf39&storeId=1135721&taxonomyType=Supermarket
Medical Devices,https://www.swiggy.com/instamart/category-listing?categoryName=Health+and+Sexual+Wellness&custom_back=true&filterId=67beb797a2a9940001677766&storeId=1135721&taxonomyType=Supermarket
Masks & Sanitizers,https://www.swiggy.com/instamart/category-listing?categoryName=Health+and+Sexual+Wellness&custom_back=true&filterId=67beb7d3feaf2f00012453c2&storeId=1135721&taxonomyType=Supermarket
,
Feminine Hygiene,
Sanitary Pads,https://www.swiggy.com/instamart/category-listing?categoryName=Feminine+Hygiene&custom_back=true&taxonomyType=Supermarket
Period Panties and Liners,https://www.swiggy.com/instamart/category-listing?categoryName=Feminine+Hygiene&custom_back=true&filterId=67b03211ac8dde0001067813&storeId=1135721&taxonomyType=Supermarket
Hair Removal,https://www.swiggy.com/instamart/category-listing?categoryName=Feminine+Hygiene&custom_back=true&filterId=67b02bc88f92270001fad41d&storeId=1135721&taxonomyType=Supermarket
Mentrual Cups and Tampons,https://www.swiggy.com/instamart/category-listing?categoryName=Feminine+Hygiene&custom_back=true&filterId=67b03101ac8dde0001067812&storeId=1135721&taxonomyType=Supermarket
Intimate Wipes and Wash,https://www.swiggy.com/instamart/category-listing?categoryName=Feminine+Hygiene&custom_back=true&filterId=67b02bf08f92270001fad41e&storeId=1135721&taxonomyType=Supermarket
Disposal Bags and Cramp Relief,https://www.swiggy.com/instamart/category-listing?categoryName=Feminine+Hygiene&custom_back=true&filterId=67b02bb5ac8dde000106780f&storeId=1135721&taxonomyType=Supermarket
,
Baby Care,
Baby Diapers,https://www.swiggy.com/instamart/category-listing?categoryName=Baby+Care&custom_back=true&taxonomyType=Supermarket
Baby Food and Formula,https://www.swiggy.com/instamart/category-listing?categoryName=Baby+Care&custom_back=true&filterId=67b02499ac8dde000106780c&storeId=1135721&taxonomyType=Supermarket
Baby Bathing,https://www.swiggy.com/instamart/category-listing?categoryName=Baby+Care&custom_back=true&filterId=67b023b3c38ee700010bf81f&storeId=1135721&taxonomyType=Supermarket
Baby Wipes,https://www.swiggy.com/instamart/category-listing?categoryName=Baby+Care&custom_back=true&filterId=67b0266504a51c00015ba3bd&storeId=1135721&taxonomyType=Supermarket
Baby Cream & Lotions,https://www.swiggy.com/instamart/category-listing?categoryName=Baby+Care&custom_back=true&filterId=67b31afaa802f00001e3c571&storeId=1135721&taxonomyType=Supermarket
Newly Added,https://www.swiggy.com/instamart/category-listing?categoryName=Baby+Care&custom_back=true&filterId=67b8691380886b0001337f83&storeId=1135721&taxonomyType=Supermarket
Baby Oral Care,https://www.swiggy.com/instamart/category-listing?categoryName=Baby+Care&custom_back=true&filterId=67b026378f92270001fad418&storeId=1135721&taxonomyType=Supermarket
Baby Oil and Talc,https://www.swiggy.com/instamart/category-listing?categoryName=Baby+Care&custom_back=true&filterId=67b025dec38ee700010bf820&storeId=1135721&taxonomyType=Supermarket
Baby Pharma,https://www.swiggy.com/instamart/category-listing?categoryName=Baby+Care&custom_back=true&filterId=67b0264e04a51c00015ba3bc&storeId=1135721&taxonomyType=Supermarket
Feeding and Teething Needs,https://www.swiggy.com/instamart/category-listing?categoryName=Baby+Care&custom_back=true&filterId=67b0268c04a51c00015ba3be&storeId=1135721&taxonomyType=Supermarket
Books and Toys,https://www.swiggy.com/instamart/category-listing?categoryName=Baby+Care&custom_back=true&filterId=67c347a807feb5000170c2d0&storeId=1135721&taxonomyType=Supermarket
Baby Hygiene,https://www.swiggy.com/instamart/category-listing?categoryName=Baby+Care&custom_back=true&filterId=67c305ce07feb5000170c2ce&storeId=1135721&taxonomyType=Supermarket
Clothes & Accessories,https://www.swiggy.com/instamart/category-listing?categoryName=Baby+Care&custom_back=true&filterId=67c30648f9045700017fdd70&storeId=1135721&taxonomyType=Supermarket
Travel Needs & Baby Gears,https://www.swiggy.com/instamart/category-listing?categoryName=Baby+Care&custom_back=true&filterId=67c306bf07feb5000170c2cf&storeId=1135721&taxonomyType=Supermarket
Gifts & More,https://www.swiggy.com/instamart/category-listing?categoryName=Baby+Care&custom_back=true&filterId=67c3066c9369ee0001dc947d&storeId=1135721&taxonomyType=Supermarket
Mom Care,https://www.swiggy.com/instamart/category-listing?categoryName=Baby+Care&custom_back=true&filterId=67c30689f9045700017fdd71&storeId=1135721&taxonomyType=Supermarket
,
Grooming and Perfumes,
Men Perfume,https://www.swiggy.com/instamart/category-listing?categoryName=Grooming+and+Perfumes&custom_back=true&taxonomyType=Supermarket
Women Perfume,https://www.swiggy.com/instamart/category-listing?categoryName=Grooming+and+Perfumes&custom_back=true&filterId=678e0aa03e249c0001bc4032&storeId=1135721&taxonomyType=Supermarket
Men Deo,https://www.swiggy.com/instamart/category-listing?categoryName=Grooming+and+Perfumes&custom_back=true&filterId=678e07e63e249c0001bc402b&storeId=1135721&taxonomyType=Supermarket
Women Deo,https://www.swiggy.com/instamart/category-listing?categoryName=Grooming+and+Perfumes&custom_back=true&filterId=678e0ac385f8990001ad95e7&storeId=1135721&taxonomyType=Supermarket
Roll On,https://www.swiggy.com/instamart/category-listing?categoryName=Grooming+and+Perfumes&custom_back=true&filterId=678e09df85f8990001ad95e5&storeId=1135721&taxonomyType=Supermarket
Talc,https://www.swiggy.com/instamart/category-listing?categoryName=Grooming+and+Perfumes&custom_back=true&filterId=678e0a5585f8990001ad95e6&storeId=1135721&taxonomyType=Supermarket
Men's Shaving Catridges,https://www.swiggy.com/instamart/category-listing?categoryName=Grooming+and+Perfumes&custom_back=true&filterId=678e09d03e249c0001bc4030&storeId=1135721&taxonomyType=Supermarket
Men's Shaving Razor,https://www.swiggy.com/instamart/category-listing?categoryName=Grooming+and+Perfumes&custom_back=true&filterId=678e08243e249c0001bc402d&storeId=1135721&taxonomyType=Supermarket
Shaving Foam & Creams,https://www.swiggy.com/instamart/category-listing?categoryName=Grooming+and+Perfumes&custom_back=true&filterId=678e0a406d33590001d28496&storeId=1135721&taxonomyType=Supermarket
Shaving Brush and kit,https://www.swiggy.com/instamart/category-listing?categoryName=Grooming+and+Perfumes&custom_back=true&filterId=678e09ff3e249c0001bc4031&storeId=1135721&taxonomyType=Supermarket
After Shave,https://www.swiggy.com/instamart/category-listing?categoryName=Grooming+and+Perfumes&custom_back=true&filterId=678e06f36d33590001d28494&storeId=1135721&taxonomyType=Supermarket
Men's Hair Removal,https://www.swiggy.com/instamart/category-listing?categoryName=Grooming+and+Perfumes&custom_back=true&filterId=678e09443e249c0001bc402f&storeId=1135721&taxonomyType=Supermarket
Hair Styling,https://www.swiggy.com/instamart/category-listing?categoryName=Grooming+and+Perfumes&custom_back=true&filterId=678e07b985f8990001ad95e4&storeId=1135721&taxonomyType=Supermarket
Beard Care & Styling,https://www.swiggy.com/instamart/category-listing?categoryName=Grooming+and+Perfumes&custom_back=true&filterId=678e071485f8990001ad95e3&storeId=1135721&taxonomyType=Supermarket
